,columbani,germani,johannes,leodegar_anon,leodegar_ursino,praeiecti,radegundis_Fortunatus,Vedasti_Ionas_Bob
0,48.58631578730195,113.74491318794723,99.99071014111335,110.99451328767037,114.7301709361963,62.49198132560601,60.321897546897546,28.06566576698156
1,23.665643446456052,73.10767704517704,48.49467563837129,75.53600637083188,55.150129336659525,31.38841109161137,37.3680441082889,56.86080257461836
2,47.255940780155974,91.20083494936435,34.86552743552744,23.687023886257116,58.183888773462336,17.071044959232296,78.21745476745475,32.803511452427855
3,21.722967756328284,78.22900432900433,66.31431346431346,25.3653782177415,17.425857626282465,69.81079083970054,45.74780148522573,45.833380018674134
4,49.24787105688635,45.82347015729369,27.032981701746,67.06031554843146,40.031844854491915,26.523125649806836,68.50401168879431,95.62118437118437
5,27.306081959782286,109.84271882050787,93.85383873018142,59.88102807583673,89.842610282572,56.19591951355223,31.67555391375051,76.34818295739349
6,45.71963252477064,91.90430672268907,62.36418457001312,58.9610212160352,66.29364391086696,56.42531910033289,68.48802926519646,95.17795056605799
7,32.21801917114868,47.295417815699125,38.25103551542074,52.49984752361372,20.470746864223305,31.57653841200752,31.599416559168393,77.14199134199134
8,25.648987405742776,56.076678876678876,92.9454620657407,37.34252839655763,79.48947330566861,33.17269963446248,57.97578865578864,91.33196029117083
9,43.796108386102375,145.1271331609567,185.4989585950112,39.57645121966974,59.82387329804354,78.50546866227104,80.50005186384497,49.1338458110517
10,26.22768634012491,68.28934384030293,199.94627705627707,80.19255913168956,61.859678669041685,29.14767617862431,73.45792701450596,90.14135382946125
11,44.666902378695035,75.6422470700361,77.30708625472958,41.47419680345947,72.65317456966568,103.94777867944514,53.44677690556112,121.7224358974359
12,31.67525247984961,55.07653283535636,44.16811280506933,31.827811389653494,22.231830542437198,110.4083460786062,43.82066538216424,30.99424962292609
13,25.673864025772044,72.21314699792961,64.77295573519712,39.69598617350811,22.76409318868769,41.088920755710646,44.52671670635292,38.91727296181631
14,37.901474116835026,26.23450715950716,77.85944239668376,60.45160577990943,82.32031834949623,15.697146319322336,52.94633610327345,59.868067226890744
15,51.70565386684403,110.32715195432587,57.779665784407165,35.09270683700831,26.531692002555857,61.99226319987425,26.452964969812797,75.46138948770528
16,29.71042253346151,111.39826649958229,53.23264374514376,24.650412437374182,41.95169340790403,58.12586543297317,35.87556518932377,73.92164786967417
17,48.28862774826276,127.19265001285873,108.03629238763509,49.11150089243823,48.03804317778708,26.41119388793808,53.12604648213552,29.51890331890332
18,57.29432273344906,57.99443560825139,35.19963861101745,61.37872862431687,70.82483717263129,32.77199738637315,47.756182268024375,104.28952991452991
19,28.28543304740713,36.26345408976988,76.54539480322045,83.65897180347659,36.73217628100351,51.66917895406168,49.40420202163957,78.51904761904763
20,66.568449326259,79.9953758253388,96.33369647593784,42.97696883793093,27.01049895666769,74.42003849908897,30.246048588819914,44.00112803862804
21,47.98770156314926,63.37664690382082,36.27793254154288,57.1016979604004,48.857465444883594,66.54161640988377,28.118889286342675,49.167450196861964
22,35.29441351304449,68.55107908769166,52.53850306197867,67.63908164506762,40.637670269519255,52.54667409983819,158.67742476821422,68.73462885154062
23,38.96817948171538,87.52465538847119,54.13692256166681,42.59230288233755,11.789060885569773,38.05251349602372,46.812886759210286,130.00741591741593
24,33.942952747379515,69.9816638370119,77.58809545030134,33.518538149885735,76.39436108780697,52.27140216787975,38.47529262656142,94.54946581196582
25,43.22881543277867,73.78353174603174,118.14967439967438,50.18119798746872,67.84144065556794,40.6755248213259,37.9986610161306,59.02466259230965
26,33.542852703463794,43.25965608465608,32.812167360642974,55.84101185119469,43.10992894033146,111.63526333341166,72.2406418744654,93.77578671328672
27,28.965902009941768,67.84727443609023,57.12900239435618,35.205325432116034,32.103994519637915,56.074130307823985,46.27040538758778,74.8396103896104
28,32.15526947564055,87.76720828191417,47.7753221550738,48.13332700553335,114.96378679789971,24.513575217171272,68.4866758807638,34.51023647405227
29,48.66504914939738,137.2242703533026,101.76658589948062,28.79526195369567,39.164120239663724,103.32597105337103,66.0634177774666,59.68244206773619
30,30.74566645415706,75.40465148886202,41.53759037393339,38.27534362304693,45.83416070637033,71.0941178941833,35.05761741063681,50.22592262809654
31,43.4479007065994,66.47380952380954,128.01651960518956,38.47849364200758,42.9574142578491,41.82044029301938,38.13549155093273,60.85996780996781
32,46.9339149982311,69.42387416505063,129.2565689934055,55.531629823922664,79.17288822202264,36.85274398639729,50.44009030939269,38.16284042754631
33,55.89737992391652,96.68240597122177,104.51530342890125,60.51307560616384,57.793114174636955,55.89006415902427,59.184498426410194,24.656339493839493
34,29.70655486905646,88.43114906832298,54.14876214774818,55.51340023701041,60.989307794340675,34.50278381672599,87.81943322882621,61.553165766981564
35,55.866282564921136,132.3536591478697,84.10563912566622,58.43803246089774,39.39900768759738,122.91310597830565,69.89561450142875,130.10254688103657
36,40.63436949136414,38.56193956814574,76.18213716108454,63.978684220519824,56.84658921598248,57.93738757833353,34.08085264408794,53.84973359973361
37,34.02360912940612,45.93852521352522,69.63721009035463,42.28719036837031,49.846499789628744,29.220488181577576,71.3759669850846,42.71982161285567
38,65.89156463727981,74.65090311986863,55.38526847536136,28.75526682239744,45.479436777366466,23.902379310361123,65.43468381976446,77.72916666666669
39,35.552762039863985,72.75998217468806,100.51762471404307,40.970781580942806,19.005957427057172,57.06611918521774,73.68678616952744,105.49027777777779
40,41.84218065417413,63.97293735676089,30.709249084249084,63.18671774787019,36.11890622123977,79.74046523877115,72.05108107593637,111.38040758261347
41,60.8026584142466,49.31427035330262,67.15988695212833,70.11029846428661,150.7315473257869,59.257459125931696,86.57316496474023,28.23315018315018
42,48.96342420181357,82.64439775910364,51.42884754134754,26.613797873156674,60.4808802673343,52.17289827354686,68.65999167543285,70.44391774376295
43,29.703660205560837,41.4343253968254,67.93353741496598,43.75936486856095,47.13560385405938,54.19893666927636,26.045109120774082,24.37003084634663
44,32.535670376696956,32.13036009689235,74.1106503423364,77.85721590016539,40.23347954262277,74.9106678127551,30.795120358215016,93.69465709728868
45,22.94712678140517,48.90285131535132,139.72198492949076,27.555301074138992,42.774947368313896,49.399671625559854,27.46643618597091,44.026903140718936
46,53.56395241341311,67.0866975130133,72.85709514499837,33.89235006384634,57.466339325907036,41.87954627411926,21.80648030332241,56.561355311355314
47,39.20344856109588,82.33600337570925,120.30618964368963,112.26448234300544,40.42865322474645,31.83421383518451,34.99098227455678,99.36926129426129
48,41.376979405745125,51.43452380952382,36.469879181276234,49.565914479145995,40.05418758796454,37.91400875536122,80.6414489578563,26.940510366826153
49,50.426837123645434,72.06265172735762,201.10905802130335,53.81331199778827,68.51317043642287,66.338886857574,188.65593149540518,73.97276144907725
50,47.66211431335567,87.78740885017974,140.38798573975043,30.185084025438762,35.123390011523,40.06171137525963,77.73811422495632,68.28348873348872
51,20.92331599124023,50.286318904166954,86.52703588681847,43.5020486509931,29.815250153077205,91.89308377792024,71.06180102779189,52.60730994152047
52,36.600292950747246,77.33232872200264,46.06810276679842,37.822673880068194,55.495823231602735,58.741707260915874,39.972172820439894,37.82057387057387
53,30.11375334795065,29.975460829493088,84.43311463046759,69.74552072377026,58.03938811669367,42.88320510656974,33.369751533472524,51.81239240635525
54,76.2057599645854,72.18419962390551,131.65638815207777,67.6025548001033,61.105945621291006,31.16408214906913,75.13278857144624,49.069149477973006
55,56.37893599781082,57.15119047619047,124.25340181261232,107.43699141140105,49.046736012525486,87.34581552143415,45.707922335525296,41.579004329004334
56,41.19089642965335,49.80140056022409,111.82006002466983,44.88538211300365,82.55683549074541,82.18702132873531,45.176644625621606,73.06320346320345
57,30.883329552258136,30.481817256817255,66.65311680482604,117.15015488691665,26.13486046193537,76.35929378909931,51.70140226847353,64.62541045910612
58,46.70003924063469,77.76289682539682,73.1959314379187,53.186619000338055,31.059335457097607,72.32742544088856,32.79731741364638,23.04786324786325
59,46.76797723535607,49.65631437527989,125.6863181473669,29.971352532244588,64.83243050930653,23.005333352273492,63.11699380684675,89.9834008097166
60,44.69635407163473,116.68049284049283,40.680622074004425,59.66567128547253,32.94037139331257,115.38189699913238,44.5001603670923,80.0412087912088
61,29.253277369768977,43.035695676872145,60.87159258440218,55.86405292087291,45.98463774755891,45.434127084928114,29.500718623233062,69.22049396681749
62,43.43821489083791,43.209615384615375,117.68198189925356,82.05910251312729,72.84976410485602,51.82596686710343,46.03761129695341,60.13646996278576
63,55.34888191833828,77.42194740244275,48.86784543620495,29.34753377977232,54.32872693063602,31.045116240211488,68.85735294193636,58.72963374344953
64,58.848335651145064,84.0155179615706,109.92240190365189,32.72619372022116,94.32986316515728,79.81043549333486,40.243401728989966,79.56946640316205
65,34.61987580756467,105.91317287784679,119.94169467787114,43.557737935185635,59.02858127597603,39.16577287348761,147.99330125760335,59.01060606060606
66,37.254503274361625,101.43084415584416,112.06730890116887,74.05497834792716,57.86014759750053,35.971819871955745,40.700317129439114,51.49814213564214
67,40.758492393089,50.18101516468656,247.12290037362018,72.80376688994991,44.26538773284739,96.09722708653922,28.802039616938508,31.297104284417518
68,32.741875848766625,71.29621310062487,133.53461954711955,12.10932331867587,21.336214329956725,88.99845295112323,95.41053488421909,111.16155424793868
