,Base Text,Comparison Text,Chi2 Statistic
150,columbani,germani,71.1033633033633
151,columbani,germani,86.23632439001459
152,columbani,germani,107.90398387517952
153,columbani,germani,113.08151933169628
154,columbani,germani,55.56716234216235
155,columbani,germani,43.21019536019536
156,columbani,germani,119.45814542825926
157,columbani,germani,122.40016788766789
158,columbani,germani,188.82482455347727
159,columbani,germani,62.116946735955224
160,columbani,germani,51.651876750700275
161,columbani,germani,66.00953338035633
162,columbani,germani,107.50054945054946
163,columbani,germani,140.46698568316214
164,columbani,germani,118.76631635907953
165,columbani,germani,54.11640570758218
166,columbani,germani,97.98572538572539
167,columbani,germani,57.09247836786536
168,columbani,germani,63.69931117901705
169,columbani,germani,58.267572463768104
170,columbani,germani,64.89827949827949
171,columbani,germani,68.36764670514671
172,columbani,germani,85.87371463661785
173,columbani,germani,76.92234131351778
174,columbani,germani,118.44479949874687
175,columbani,germani,108.99153738418444
176,columbani,germani,48.38873626373626
177,columbani,germani,80.93267055496642
178,columbani,germani,96.73368518736166
179,columbani,germani,88.58210678210676
180,columbani,germani,126.96244967092528
181,columbani,germani,60.14821910545595
182,columbani,germani,66.78606811145511
183,columbani,germani,87.17563025210083
184,columbani,germani,101.70985449735448
185,columbani,germani,123.66628042280217
186,columbani,germani,188.31914451827242
187,columbani,germani,208.47710139323044
188,columbani,germani,135.52601696549067
189,columbani,germani,87.34446435917023
190,columbani,germani,126.36396103896104
191,columbani,germani,61.6619696969697
192,columbani,germani,155.93545548654242
193,columbani,germani,86.6389887889888
194,columbani,germani,81.96283052696097
195,columbani,germani,89.68824277574278
196,columbani,germani,101.74194742721907
197,columbani,germani,139.75097174976548
198,columbani,germani,137.28965491984593
199,columbani,germani,136.14880952380952
200,columbani,germani,44.163888888888884
201,columbani,germani,109.09824203574203
202,columbani,germani,69.06468964397352
203,columbani,germani,105.31938178780283
204,columbani,germani,78.35989967239966
205,columbani,germani,202.1413925840242
206,columbani,germani,92.12334054834055
207,columbani,germani,101.24501980972569
208,columbani,germani,105.3576563550828
209,columbani,germani,73.7853079668869
210,columbani,germani,46.17001380971969
211,columbani,germani,130.12798255665905
212,columbani,germani,77.7161768056505
213,columbani,germani,183.3702119149602
214,columbani,germani,53.14752559531971
215,columbani,germani,100.26118326118326
216,columbani,germani,92.16672077922078
217,columbani,germani,83.05119047619047
218,columbani,germani,293.30122377622376
219,columbani,germani,71.02964664062225
220,columbani,germani,82.96749015690192
221,columbani,germani,113.71866795366795
222,columbani,germani,130.3204184704185
223,columbani,germani,109.89956709956711
224,columbani,germani,95.13121345029239
225,columbani,germani,91.18803022269353
226,columbani,germani,57.87720449840015
227,columbani,germani,96.7265468420654
228,columbani,germani,61.33566760037348
229,columbani,germani,67.26218253968254
230,columbani,germani,109.82190406308052
231,columbani,germani,148.457285204625
232,columbani,germani,85.74900302226153
233,columbani,germani,134.05372070458276
234,columbani,germani,106.99081483279811
235,columbani,germani,58.437333704980766
236,columbani,germani,35.49745352686529
237,columbani,germani,108.90171266641855
238,columbani,germani,133.78271728271727
239,columbani,germani,48.1398192450824
240,columbani,germani,190.29585751514065
241,columbani,germani,60.12490450725745
242,columbani,germani,66.76080200501254
243,columbani,germani,124.51030309559721
244,columbani,germani,100.1442546583851
245,columbani,germani,98.94280303030303
246,columbani,germani,107.71292900426027
247,columbani,germani,207.60120198271864
248,columbani,germani,122.0090476190476
249,columbani,germani,108.04722061564166
250,columbani,germani,134.9813258636788
251,columbani,germani,71.30563880563881
252,columbani,germani,99.61470588235294
253,columbani,germani,70.58289102202147
254,columbani,germani,108.19712694712693
255,columbani,germani,78.1399168210381
256,columbani,germani,55.9270809599757
257,columbani,germani,56.976166523534935
258,columbani,germani,83.49117109972373
259,columbani,germani,145.6865567439097
260,columbani,germani,59.369708053918586
261,columbani,germani,112.55565523657629
262,columbani,germani,125.70708360267184
263,columbani,germani,92.94423076923078
264,columbani,germani,123.57553384724436
265,columbani,germani,110.77692307692308
266,columbani,germani,106.93568016950371
267,columbani,germani,114.73113326482
268,columbani,germani,92.58241682637967
269,columbani,germani,139.76015756015755
270,columbani,germani,78.13347763347764
271,columbani,germani,80.13945878682719
272,columbani,germani,75.43791810184999
273,columbani,germani,97.70177492282944
274,columbani,germani,147.73957721299902
275,columbani,germani,83.56575953458305
276,columbani,germani,93.66466545150755
277,columbani,germani,63.937374890667726
278,columbani,germani,44.363095238095234
279,columbani,germani,134.81851736824322
280,columbani,germani,65.09424520771083
281,columbani,germani,63.18826659451659
282,columbani,germani,102.07030710835059
283,columbani,germani,107.86408411849585
284,columbani,germani,114.46105404244324
285,columbani,germani,151.79525507218352
286,columbani,germani,88.64115186615186
287,columbani,germani,68.90728058885954
288,columbani,germani,93.89906015037594
289,columbani,germani,144.76084942749029
290,columbani,germani,82.9250638250638
291,columbani,germani,67.46754385964911
292,columbani,germani,55.316439217963605
293,columbani,germani,65.48392221813275
294,columbani,germani,71.56335200746966
295,columbani,germani,63.459103971070675
296,columbani,germani,165.6262702098383
297,columbani,germani,75.93026695526694
298,columbani,germani,29.21269841269841
299,columbani,germani,69.07578701491745
300,columbani,germani,111.81262903762904
301,columbani,germani,119.17592057065741
302,columbani,germani,125.77280578898227
303,columbani,germani,150.51324873383697
304,columbani,germani,91.83814263222158
305,columbani,germani,63.71424142779641
306,columbani,germani,41.52619047619049
307,columbani,germani,105.85206595894203
308,columbani,germani,151.90418192918193
309,columbani,germani,152.36415043290043
310,columbani,germani,119.99645493395494
311,columbani,germani,80.31909548784547
312,columbani,germani,72.51848310871083
313,columbani,germani,130.24587912087912
314,columbani,germani,181.66229097699687
315,columbani,germani,202.52579318648776
316,columbani,germani,56.150439837939835
317,columbani,germani,68.73370927318295
318,columbani,germani,84.67818322981365
319,columbani,germani,112.97423992673993
320,columbani,germani,55.28664203443615
321,columbani,germani,114.35673884938589
322,columbani,germani,120.96663929939791
323,columbani,germani,99.14122807017544
324,columbani,germani,198.5967787114846
325,columbani,germani,57.91029411764705
326,columbani,germani,93.52450980392155
327,columbani,germani,53.83056887909429
328,columbani,germani,126.36547619047622
329,columbani,germani,94.5389124693454
330,columbani,germani,141.9293731494468
331,columbani,germani,81.7197802197802
332,columbani,germani,159.58710478118377
333,columbani,germani,55.36953569306511
334,columbani,germani,117.48701298701299
335,columbani,germani,102.38492063492063
336,columbani,germani,59.05558897801544
337,columbani,germani,117.40029626449716
338,columbani,germani,72.44348531585374
339,columbani,germani,106.34130061115354
340,columbani,germani,56.466437484084544
341,columbani,germani,43.262619368610274
342,columbani,germani,100.339417989418
343,columbani,germani,124.65272312373226
344,columbani,germani,95.15230566534915
345,columbani,germani,126.09065656565656
346,columbani,germani,93.27321428571429
347,columbani,germani,98.54482038429408
348,columbani,germani,51.40671647066384
349,columbani,germani,75.06518769171208
350,columbani,germani,169.34370395686184
351,columbani,germani,86.94208796764408
352,columbani,germani,123.82219184324448
353,columbani,germani,76.37894803187356
354,columbani,germani,112.16418128654969
355,columbani,germani,136.69071741266865
356,columbani,germani,129.94674393232398
357,columbani,germani,152.59777527718705
358,columbani,germani,52.00901514539036
359,columbani,germani,76.28435453435453
360,columbani,germani,132.14336219336218
361,columbani,germani,107.3278042748631
362,columbani,germani,82.76169108669109
363,columbani,germani,110.5481123981124
364,columbani,germani,54.29844988647166
365,columbani,germani,119.39146119580903
366,columbani,germani,74.54790944790945
367,columbani,germani,108.89093227034402
368,columbani,germani,93.79475801975804
369,columbani,germani,74.6592554246579
370,columbani,germani,81.0452847805789
371,columbani,germani,164.49145021645018
372,columbani,germani,83.26809416074121
373,columbani,germani,109.29517704517701
374,columbani,germani,102.04934875066455
375,columbani,germani,114.0056310648416
376,columbani,germani,170.9164979757085
377,columbani,germani,83.09839737020512
378,columbani,germani,67.59062748341687
379,columbani,germani,72.20916320551208
380,columbani,germani,169.68058873493658
381,columbani,germani,95.55702669027478
382,columbani,germani,132.83150901386196
383,columbani,germani,79.00890522875817
384,columbani,germani,91.02946428571428
385,columbani,germani,92.91177536231883
386,columbani,germani,97.62880700813949
387,columbani,germani,66.85703781512605
388,columbani,germani,87.12930941607412
389,columbani,germani,58.26391859774214
390,columbani,germani,73.3375180019917
391,columbani,germani,58.4968253968254
392,columbani,germani,76.20018731268732
393,columbani,germani,98.00127748068927
394,columbani,germani,66.0561182367684
395,columbani,germani,134.40950292397662
396,columbani,germani,90.36054131054132
397,columbani,germani,68.52301587301586
398,columbani,germani,104.9655561829475
399,columbani,germani,79.97986870971467
400,columbani,germani,123.53095238095239
401,columbani,germani,255.30372197247198
402,columbani,germani,126.33184243917003
403,columbani,germani,81.75446950710109
404,columbani,germani,83.02468364968365
405,columbani,germani,94.19096907820311
406,columbani,germani,175.619093258163
407,columbani,germani,112.90950865726407
408,columbani,germani,68.11740145819093
409,columbani,germani,70.10048986101617
410,columbani,germani,92.223930346511
411,columbani,germani,72.58241890959283
412,columbani,germani,70.03421023421024
413,columbani,germani,86.20189259914491
414,columbani,germani,56.264548849842974
415,columbani,germani,154.08283056812468
416,columbani,germani,124.67454408336762
417,columbani,germani,119.94471916971916
418,columbani,germani,67.20062857235533
419,columbani,germani,105.39376876876877
420,columbani,germani,87.28264137822963
421,columbani,germani,99.51733990761505
422,columbani,germani,84.64139375117637
423,columbani,germani,65.12408113042788
424,columbani,germani,74.42222222222222
425,columbani,germani,160.63076563958916
426,columbani,germani,104.5820270372902
427,columbani,germani,85.13714141783196
428,columbani,germani,120.64703330295434
429,columbani,germani,63.47205323915851
430,columbani,germani,73.55305888595362
431,columbani,germani,92.67356532356531
432,columbani,germani,115.50970612382885
433,columbani,germani,159.2404004165769
434,columbani,germani,63.64777016069586
435,columbani,germani,78.30351870351872
436,columbani,germani,66.74793226136295
437,columbani,germani,59.033431772905466
438,columbani,germani,96.48938471940501
439,columbani,germani,128.41571761571763
440,columbani,germani,97.89240533094522
441,columbani,germani,103.19672571580467
442,columbani,germani,150.87305477746654
443,columbani,germani,86.80812324929971
444,columbani,germani,128.72142918570938
445,columbani,germani,165.8100579616884
446,columbani,germani,59.55160533910534
447,columbani,germani,56.094242358948236
448,columbani,germani,75.03816183816184
449,columbani,germani,151.48714478089053
450,columbani,germani,97.36832107483609
451,columbani,germani,78.80759980759981
452,columbani,germani,58.65544543176122
453,columbani,germani,64.28097572362279
454,columbani,germani,95.91290459011047
455,columbani,germani,66.78136249715197
456,columbani,germani,141.5292482027776
457,columbani,germani,216.122970564147
458,columbani,germani,203.3753190164955
459,columbani,germani,36.283547008547
460,columbani,germani,119.87405074600197
461,columbani,germani,174.63639759505932
462,columbani,germani,153.1745447788926
463,columbani,germani,128.55666175929335
464,columbani,germani,77.2064330079858
465,columbani,germani,60.48226446492576
466,columbani,germani,118.43900247499319
467,columbani,germani,242.29556277056278
468,columbani,germani,168.0490328385065
469,columbani,germani,60.08226911976912
470,columbani,germani,61.44598946197149
471,columbani,germani,82.80291173824455
472,columbani,germani,39.687106246007176
473,columbani,germani,48.222340353145306
474,columbani,germani,96.80612267849109
475,columbani,germani,70.3537037037037
476,columbani,germani,109.6123563767904
477,columbani,germani,80.1851408825093
478,columbani,germani,109.64702349408232
479,columbani,germani,153.7601959444065
480,columbani,germani,95.88773930329495
481,columbani,germani,87.75181704260652
482,columbani,germani,85.96248079877113
483,columbani,germani,63.63474051782876
484,columbani,germani,69.8937205062205
485,columbani,germani,131.7601901366607
486,columbani,germani,116.47524225001006
487,columbani,germani,82.92644605361996
488,columbani,germani,144.01533189033185
489,columbani,germani,97.3214616017685
490,columbani,germani,74.06647132537223
491,columbani,germani,81.28606853672646
492,columbani,germani,121.63710918710919
493,columbani,germani,68.60019841269842
494,columbani,germani,94.27569213732005
495,columbani,germani,87.77945004501068
496,columbani,germani,87.15065628815628
497,columbani,germani,90.55026969597908
498,columbani,germani,71.29636516768869
499,columbani,germani,87.29696969696968
500,columbani,germani,100.17000750750749
501,columbani,germani,128.08155647658046
502,columbani,germani,81.96765873015872
503,columbani,germani,78.58109782374488
504,columbani,germani,85.31463748290012
505,columbani,germani,165.97595158464722
506,columbani,germani,41.7834255021612
507,columbani,germani,88.1480173903212
508,columbani,germani,90.9545634920635
509,columbani,germani,65.15218652120825
510,columbani,germani,65.73395897513545
511,columbani,germani,99.75291710095888
512,columbani,germani,83.87395309368993
513,columbani,germani,56.31802735448246
514,columbani,germani,126.83508012455381
515,columbani,germani,74.4952360740561
516,columbani,germani,127.72535380232249
517,columbani,germani,97.6032214032214
518,columbani,germani,87.62828236945884
519,columbani,germani,75.30477806507218
520,columbani,germani,124.62076383583737
521,columbani,germani,109.97207816549923
522,columbani,germani,58.112301587301594
523,columbani,germani,85.8062271062271
524,columbani,germani,99.26865079365079
525,columbani,germani,78.52575065113764
526,columbani,germani,77.33264698264699
527,columbani,germani,69.0454624954625
528,columbani,germani,134.91808934099956
529,columbani,germani,109.74410173160173
530,columbani,germani,71.43001881104348
531,columbani,germani,99.83765044724797
532,columbani,germani,136.8967987125882
533,columbani,germani,69.01397483920255
534,columbani,germani,99.62720045654828
535,columbani,germani,152.8123062015504
536,columbani,germani,119.60701345755692
537,columbani,germani,42.96322843822844
538,columbani,germani,96.45476190476188
539,columbani,germani,104.53760626628274
540,columbani,germani,129.54561688311688
541,columbani,germani,67.81028898002582
542,columbani,germani,83.2063909774436
543,columbani,germani,77.63235844615156
544,columbani,germani,56.78888973771326
545,columbani,germani,60.10088969002013
546,columbani,germani,103.56516670464039
547,columbani,germani,68.46567272070119
548,columbani,germani,78.67738095238096
549,columbani,germani,103.82826858813699
550,columbani,germani,98.35647587706413
551,columbani,germani,107.45431414990239
552,columbani,germani,113.54949110057468
553,columbani,germani,129.92862108479756
554,columbani,germani,48.18650000670125
555,columbani,germani,94.33058379528967
556,columbani,germani,158.34589646464647
557,columbani,germani,56.75719480104492
558,columbani,germani,77.58719469127365
559,columbani,germani,114.9335232534923
560,columbani,germani,92.92395658510841
561,columbani,germani,88.53874370886565
562,columbani,germani,146.43447712418302
563,columbani,germani,89.60013680134725
564,columbani,germani,193.18271793565913
565,columbani,germani,91.07780055111475
566,columbani,germani,83.86607227528282
567,columbani,germani,71.3759805600496
568,columbani,germani,83.72136363636363
569,columbani,germani,184.09710371944348
570,columbani,germani,154.9859726836471
571,columbani,germani,182.2955391889977
572,columbani,germani,91.55930735930735
573,columbani,germani,90.56940170940172
574,columbani,germani,126.84742040366964
575,columbani,germani,55.22368421052632
576,columbani,germani,95.57603450471098
577,columbani,germani,72.95008960573477
578,columbani,germani,74.71715898480605
579,columbani,germani,105.5844215718324
580,columbani,germani,56.670879319216915
581,columbani,germani,106.44977495622658
582,columbani,germani,53.578056809091294
583,columbani,germani,77.39488426949727
584,columbani,germani,121.56578864078864
585,columbani,germani,111.23398015383306
586,columbani,germani,78.75880952380955
587,columbani,germani,53.30638528138528
588,columbani,germani,164.9245469442838
589,columbani,germani,41.74738986503693
590,columbani,germani,137.37664835164836
591,columbani,germani,104.99806763285025
592,columbani,germani,91.69409982174687
593,columbani,germani,73.43018093018094
594,columbani,germani,67.93843788351461
595,columbani,germani,78.4274582171641
596,columbani,germani,58.05836268994164
597,columbani,germani,79.59297810033105
598,columbani,germani,118.13680676049098
599,columbani,germani,87.41382783882783
600,columbani,germani,128.9424479029742
601,columbani,germani,88.11062320032909
602,columbani,germani,108.94454646660529
603,columbani,germani,98.09085497835497
604,columbani,germani,62.05055324792167
605,columbani,germani,68.60978604728605
606,columbani,germani,55.63015208475734
607,columbani,germani,77.93714732979439
608,columbani,germani,63.38809523809523
609,columbani,germani,62.7771986183751
610,columbani,germani,82.71949716949717
611,columbani,germani,77.44874847374848
612,columbani,germani,106.08698118769276
613,columbani,germani,41.06581196581197
614,columbani,germani,41.54330461315755
615,columbani,germani,144.63015571385137
616,columbani,germani,94.24638188608776
617,columbani,germani,127.86928505428504
618,columbani,germani,80.0112960568843
619,columbani,germani,81.34033025797731
620,columbani,germani,74.55342990342992
621,columbani,germani,108.75619883040936
622,columbani,germani,65.32294752031595
623,columbani,germani,63.317052392052396
624,columbani,germani,141.40930512555897
625,columbani,germani,51.314495672142726
626,columbani,germani,66.21633530556132
627,columbani,germani,119.1427398989899
628,columbani,germani,107.72571133716644
629,columbani,germani,73.99020146520147
630,columbani,germani,142.09261031366293
631,columbani,germani,101.62851487851486
632,columbani,germani,44.30515338936392
633,columbani,germani,127.79281045751634
634,columbani,germani,161.24676434676437
635,columbani,germani,79.48766122766122
636,columbani,germani,69.38964076858814
637,columbani,germani,81.02408784026431
638,columbani,germani,120.34841731158866
639,columbani,germani,79.6100076394194
640,columbani,germani,39.106883230224184
641,columbani,germani,77.92776324870147
642,columbani,germani,89.88238795518207
643,columbani,germani,79.0576941076941
644,columbani,germani,93.12955602317304
645,columbani,germani,88.14285714285714
646,columbani,germani,114.13807435254803
647,columbani,germani,58.54445420308592
648,columbani,germani,62.80499164578112
649,columbani,germani,105.39528801951403
650,columbani,germani,119.0508287578055
651,columbani,germani,71.64323671497586
652,columbani,germani,49.00277777777778
653,columbani,germani,82.43362637362638
654,columbani,germani,143.4350732600732
655,columbani,germani,58.7981709552917
656,columbani,germani,102.96785714285716
657,columbani,germani,141.850488716428
658,columbani,germani,94.13992722963312
659,columbani,germani,138.4928948017183
660,columbani,germani,105.81827388297977
661,columbani,germani,78.10104666575253
662,columbani,germani,92.62648034687676
663,columbani,germani,69.39004678117581
664,columbani,germani,82.04182506006357
665,columbani,germani,79.46541922989292
666,columbani,germani,82.20464165464165
667,columbani,germani,55.85194805194805
668,columbani,germani,73.57306763285024
669,columbani,germani,93.43377684407098
670,columbani,germani,56.34934093684093
671,columbani,germani,98.36673350041771
672,columbani,germani,192.97507930665824
673,columbani,germani,123.0145437895438
674,columbani,germani,67.59167604338637
675,columbani,germani,86.34677792967267
676,columbani,germani,172.18824696545283
677,columbani,germani,58.63838383838384
678,columbani,germani,74.07451298701298
679,columbani,germani,69.87125154257507
680,columbani,germani,40.4916669165525
681,columbani,germani,118.21846236969235
682,columbani,germani,106.32004776269483
683,columbani,germani,198.71212754962752
684,columbani,germani,80.15885395306447
685,columbani,germani,96.08536121264954
686,columbani,germani,113.48023677174218
687,columbani,germani,105.7297619047619
688,columbani,germani,80.20332722832723
689,columbani,germani,82.81183261183259
690,columbani,germani,57.06904761904762
691,columbani,germani,101.14417989417987
692,columbani,germani,81.81443974485583
693,columbani,germani,60.02073093573093
694,columbani,germani,112.30975201546282
695,columbani,germani,68.77261904761905
696,columbani,germani,49.38258547008547
697,columbani,germani,73.40133200133201
698,columbani,germani,90.47951879748555
699,columbani,germani,103.89747632788168
700,columbani,germani,97.09906357383811
701,columbani,germani,74.6966901154401
702,columbani,germani,39.93505979314803
703,columbani,germani,61.73815234435776
704,columbani,germani,97.93454941116231
705,columbani,germani,65.00343521922807
706,columbani,germani,92.00741363211951
707,columbani,germani,94.31943662904925
708,columbani,germani,79.06672543143131
709,columbani,germani,70.168373015873
710,columbani,germani,93.39551502419147
711,columbani,germani,112.94978354978355
712,columbani,germani,105.16591630591631
713,columbani,germani,101.06422305764411
714,columbani,germani,108.09610682110682
715,columbani,germani,87.83039707521806
716,columbani,germani,152.3621553884712
717,columbani,germani,60.32232492997199
718,columbani,germani,89.47257341105033
719,columbani,germani,71.7699464063628
720,columbani,germani,157.7902163196281
721,columbani,germani,135.76077892695542
722,columbani,germani,79.73931989063568
723,columbani,germani,172.37103959636855
724,columbani,germani,82.55080437580438
725,columbani,germani,57.484048630942404
726,columbani,germani,87.56931013431014
727,columbani,germani,43.31820226557069
728,columbani,germani,91.51027501909854
729,columbani,germani,70.9381790881791
730,columbani,germani,113.87986600045423
731,columbani,germani,71.00305250305252
732,columbani,germani,110.39114974937344
733,columbani,germani,95.3388047138047
734,columbani,germani,105.65676493269372
735,columbani,germani,75.04618490500843
736,columbani,germani,109.29842014710437
737,columbani,germani,92.60317460317461
738,columbani,germani,64.07630662020907
739,columbani,germani,90.20512012497306
740,columbani,germani,82.61319399554694
741,columbani,germani,68.84109952044734
742,columbani,germani,66.5900797303274
743,columbani,germani,109.51947348044907
744,columbani,germani,114.39721688091254
745,columbani,germani,186.83311131088593
746,columbani,germani,111.23103972051338
747,columbani,germani,105.10231601731603
748,columbani,germani,57.97569334459578
749,columbani,germani,58.33472141893195
750,columbani,germani,162.8064393939394
751,columbani,germani,102.03998632946002
752,columbani,germani,54.24516784385205
753,columbani,germani,100.07119963369964
754,columbani,germani,65.38174603174602
755,columbani,germani,74.82664143533708
756,columbani,germani,101.99458043749651
757,columbani,germani,66.44125816993464
758,columbani,germani,50.133505073920894
759,columbani,germani,60.83927045177045
760,columbani,germani,65.02183556038045
761,columbani,germani,140.90638528138527
762,columbani,germani,123.05727183444577
763,columbani,germani,96.87083333333332
764,columbani,germani,60.992243867243864
765,columbani,germani,62.23037539802246
766,columbani,germani,53.446497584541056
767,columbani,germani,86.11962412587413
768,columbani,germani,91.24852924852925
769,columbani,germani,94.85219375219374
770,columbani,germani,107.05447923723787
771,columbani,germani,102.15722595818502
772,columbani,germani,114.45729857053385
773,columbani,germani,55.641864465084275
774,columbani,germani,58.62070001254784
775,columbani,germani,83.6483660130719
776,columbani,germani,116.6892984466514
777,columbani,germani,64.29751874142119
778,columbani,germani,167.75373482726425
779,columbani,germani,135.63090064854777
780,columbani,germani,85.55480859010272
781,columbani,germani,106.39692354429194
782,columbani,germani,108.53507867580448
783,columbani,germani,129.64878863826232
784,columbani,germani,70.85139708820216
785,columbani,germani,82.69686147186147
786,columbani,germani,69.6092178976854
787,columbani,germani,167.11697909933204
788,columbani,germani,32.735927552839314
789,columbani,germani,217.41428571428568
790,columbani,germani,61.09151493930906
791,columbani,germani,90.43201896143071
792,columbani,germani,72.19591687552214
793,columbani,germani,86.87509618527926
794,columbani,germani,142.94562104562107
795,columbani,germani,40.29969870862151
796,columbani,germani,150.50059015059014
797,columbani,germani,66.81119465329992
798,columbani,germani,191.52904448492686
799,columbani,germani,92.15298552022689
800,columbani,germani,69.12552423421988
801,columbani,germani,85.76629072681703
802,columbani,germani,93.54267224004063
803,columbani,germani,116.23295789178141
804,columbani,germani,151.8914021615241
805,columbani,germani,72.68055555555556
806,columbani,germani,92.05248335893498
807,columbani,germani,108.92539093838904
808,columbani,germani,112.69272844272844
809,columbani,germani,40.78059163059164
810,columbani,germani,143.9074928701063
811,columbani,germani,102.70882034632037
812,columbani,germani,54.598014532766854
813,columbani,germani,101.52063492063493
814,columbani,germani,102.82337344028518
815,columbani,germani,97.77186147186147
816,columbani,germani,94.6548199767712
817,columbani,germani,59.36569794584501
818,columbani,germani,98.39740259740259
