,Base Text,Comparison Text,Chi2 Statistic
0,praiectus_1,praiectus_2,78.8737678987679
1,praiectus_1,praiectus_2,172.87887774993035
2,praiectus_1,praiectus_2,136.09582464319305
3,praiectus_1,praiectus_2,131.5535858323971
4,praiectus_1,praiectus_2,93.03563658563658
5,praiectus_1,praiectus_2,160.10139363560418
6,praiectus_1,praiectus_2,90.55778985507246
7,praiectus_1,praiectus_2,103.03672367192492
8,praiectus_1,praiectus_2,89.87603980986333
9,praiectus_1,praiectus_2,139.85479641131818
10,praiectus_1,praiectus_2,121.76256345993185
11,praiectus_1,praiectus_2,60.38355504144979
12,praiectus_1,praiectus_2,89.22432539682539
13,praiectus_1,praiectus_2,284.79395407459924
14,praiectus_1,praiectus_2,53.329390959282264
15,praiectus_1,praiectus_2,142.7335107022607
16,praiectus_1,praiectus_2,199.44703096887528
17,praiectus_1,praiectus_2,168.64597680097683
18,praiectus_1,praiectus_2,163.08065484567032
19,praiectus_1,praiectus_2,137.23699416525506
20,praiectus_1,praiectus_2,96.1494722271193
21,praiectus_1,praiectus_2,202.20119047619045
22,praiectus_1,praiectus_2,170.31127789279964
23,praiectus_1,praiectus_2,156.68328926151506
24,praiectus_1,praiectus_2,82.85121545121545
25,praiectus_1,praiectus_2,90.31987402763265
26,praiectus_1,praiectus_2,47.803644822610345
27,praiectus_1,praiectus_2,101.57116217116219
28,praiectus_1,praiectus_2,114.82615685441773
29,praiectus_1,praiectus_2,101.46670228322404
30,praiectus_1,praiectus_2,121.03196131354028
31,praiectus_1,praiectus_2,152.15400432900432
32,praiectus_1,praiectus_2,153.86113804496156
33,praiectus_1,praiectus_2,205.0391765044991
34,praiectus_1,praiectus_2,56.50980130980131
35,praiectus_1,praiectus_2,129.79588744588744
36,praiectus_1,praiectus_2,112.02468147794235
37,praiectus_1,praiectus_2,219.84432760222236
38,praiectus_1,praiectus_2,108.02638366750209
39,praiectus_1,praiectus_2,83.34803418803418
40,praiectus_1,praiectus_2,90.77414714914714
41,praiectus_1,praiectus_2,106.69873240794294
42,praiectus_1,praiectus_2,178.32929073850124
43,praiectus_1,praiectus_2,82.22094280349299
44,praiectus_1,praiectus_2,138.581916971917
45,praiectus_1,praiectus_2,119.76949855699854
46,praiectus_1,praiectus_2,113.90556195596518
47,praiectus_1,praiectus_2,183.86983074396866
48,praiectus_1,praiectus_2,95.63325288365336
49,praiectus_1,praiectus_2,150.97255620196796
