Bins,Counts
14.7264546249,1042
19.4509659441,414
24.1754772634,379
28.8999885827,397
33.624499902,415
38.3490112213,294
43.0735225405,193
47.7980338598,236
52.5225451791,586
57.2470564984,165
61.9715678176,727
66.6960791369,421
71.4205904562,224
76.1451017755,623
80.8696130948,372
85.594124414,306
90.3186357333,364
95.0431470526,124
99.7676583719,269
104.492169691,427
109.21668101,443
113.94119233,547
118.665703649,235
123.390214968,415
128.114726288,382
